Bundesland;Name der Institution;Trägerschaft Hochschulkompass;Ort;Name Ministerien;Affiliation ROR;ROR ID;GRID ID;Wikidata ID;Einrichtungsart;URL Webseite Institution;Name GERiT;Ort GERiT;GERiT ID ;URL der Einrichtung GERiT;Name GERiT English;GRID ID GERiT;DFG Instituts ID GERiT;Straße GERiT;Hausnummer GERiT;Postfach GERiT;Postleitzahl vor Ort GERiT;Ort GERiT2;DESTATIS Fächerguppe GERiT;DESTATIS Lehr- Forschungsbereich GERiT;DESTATIS Fachgebiet GERiT;Crossref ID 1 GERiT;Crossref ID 2 GERiT;Crossref ID 3 GERiT;Einrichtungsart GERiT;Einrichtungsart GERIT English;OA Webseite der Institution;OA Webseite Datum;OA-Beauftragte/r;OA-Beauftragte/r URL;OA-Beauftragte/r URL Datum;Ansprechperson für Open Access;Ansprechperson für Open Access URL;Ansprechperson für Open Access URL Datum;(Funktions-)Emailadresse;OA Policy;OA Policy Datum;OA Policy URL;OA Policy URL Datum;OA Leitlinie;OA Leitlinie Datum;OA Leitlinie URL;OA Leitlinie URL Datum;Publikationsfonds;Publikationsfonds Art der Finanzierung;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono Publikationsfonds ;Mono Publikationsfonds URL;Publikationsfonds Datum Recherche;Repositorium URL;OA-Verlag;OA-Verlag URL;OA-Verlag Datum Recherche;OJS-Standort;OJS-Standort URL;OJS-Standort Datum Recherche;OA/OS-Preis URL;Berliner Erklärung;Datum Berliner Erklärung (Bundesländeratlas);Berliner Erklärung Datum Recherche;OA2020;Datum OA2020 (Bundesländeratlas);OA2020 Datum Recherche;DORA Institution;DORA Datum Recherche;Jussieu;Jussieu Datum Recherche
Hessen;Hochschule Darmstadt;öffentlich-rechtlich;Darmstadt;Hochschule Darmstadt;NA;https://ror.org/047wbd030;grid.449026.d;Q284992;Hochschule;www.h-da.de/;Hochschule Darmstadt;Darmstadt;http://www.gerit.org/de/institutiondetail/10216;www.h-da.de;Darmstadt University of Applied Sciences;grid.449026.d;NA;Haardtring;100;NA;64295;Darmstadt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;bib.h-da.de/services/open-access/open-access-publizieren;44183;NA;NA;44375;Katharina Emig;bib.h-da.de/services/open-access/open-access-publizieren/;44183;open-access[?dot]bib[at]h-da[?dot]de;ja;42241;bib.h-da.de/fileadmin/Einrichtungen/Bibliothek/Dokumente/MZ_OA_Resolution.pdf;;NA;NA;;;ja;NA;ja;bib.h-da.de/services/open-access/open-access-foerderung/;nein;NA;44183;NA;nein;NA;44360;nein;NA;44360;NA;ja;42248;;nein;NA;;nein;;nein;
Hessen;Hochschule Fulda;öffentlich-rechtlich;Fulda;Hochschule Fulda;NA;https://ror.org/041bz9r75;grid.430588.2;Q453821;Hochschule;www.hs-fulda.de/;Hochschule Fulda;Fulda;http://www.gerit.org/de/institutiondetail/10218;www.hs-fulda.de/;Fulda University of Applied Sciences;grid.430588.2;NA;Leipziger Straße;123;NA;36037;Fulda;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.hs-fulda.de/hlb/informationen-fuer/forschende-und-lehrende/open-access-publizieren;44183;NA;NA;44183;Recherche fehlt;www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren/open-access-leitlinie-der-hochschule-fulda;44183;openaccess[at]hlb[?dot]hs-fulda[?dot]de;nein;NA;NA;;www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren/open-access-leitlinie-der-hochschule-fulda;43262;;;ja;NA;ja;www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren/publikationsfonds;nein;NA;44183;fuldok.hs-fulda.de/opus4/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;ja;43397;;nein;NA;;nein;;nein;
Hessen;Hessische Hochschule für Finanzen und Rechtspflege;öffentlich-rechtlich;Rotenburg;NA;NA;https://ror.org/035jc1316;grid.466455.0;Q1615884;Hochschule;studienzentrum-rotenburg.hessen.de/hhfr;Hessische Hochschule für Finanzen und Rechtspflege;Rotenburg;http://www.gerit.org/de/institutiondetail/210894291;studienzentrum-rotenburg.hessen.de/hhfr;Hessen University of Applied Sciences for Finance and Administration of Justice;grid.466455.0;NA;Josef-Durstewitz-Straße;44349;NA;36199;Rotenburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;accadis Hochschule Bad Homburg;privat, staatlich anerkannt;Bad Homburg;NA;NA;https://ror.org/015a98c38;grid.466319.f;Q338514;Hochschule;www.accadis.com/;accadis Hochschule Bad Homburg;Bad Homburg;http://www.gerit.org/de/institutiondetail/199841103;www.accadis.com/;accadis University of Applied Sciences Bad Homburg;grid.466319.f;NA;Du Pont-Straße;4;NA;61352;Bad Homburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Archivschule Marburg;öffentlich-rechtlich;Marburg;Archivschule Marburg;NA;https://ror.org/02tdyw459;grid.461626.1;Q636031;Hochschule;www.archivschule.de/;Archivschule Marburg;Marburg;http://www.gerit.org/de/institutiondetail/980475;www.archivschule.de;Archives School Marburg;NA;NA;Bismarckstraße;32;NA;35037;Marburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44183;NA;NA;44183;Recherche fehlt;NA;44183;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;nein;NA;44183;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;CVJM-Hochschule Kassel;privat, staatlich anerkannt;Kassel;NA;NA;https://ror.org/05dbw7b97;grid.466361.0;NA;Hochschule;www.cvjm-hochschule.de/;CVJM-Hochschule Kassel;Kassel;http://www.gerit.org/de/institutiondetail/197717576;www.cvjm-hochschule.de/;YMCA University - University of Applied Sciences Kassel;NA;NA;Hugo-Preuß-Straße;40;NA;34131;Kassel;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences;NA;Bad Hersfeld;NA;NA;NA;NA;Q1622174;Hochschule;www.dguv.de/hochschule/index.jsp;Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences;Bad Hersfeld;http://www.gerit.org/de/institutiondetail/210685639;www.dguv.de/hochschule/index.jsp;Institute of German Legal Accident Insurance (HGU), University of Applied Sciences;NA;NA;Seilerweg;54;NA;36251;Bad Hersfeld;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;DIPLOMA Hochschule;privat, staatlich anerkannt;Bad Sooden-Allendorf;NA;NA;https://ror.org/051rc7j94;grid.466330.4;Q1153856;Hochschule;www.diploma.de;DIPLOMA Hochschule;Bad Sooden-Allendorf;http://www.gerit.org/de/institutiondetail/29557;www.diploma.de;DIPLOMA University of Applied Sciences;grid.466330.4;NA;Am Hegeberg;2;NA;37242;Bad Sooden-Allendorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Evangelische Hochschule Darmstadt (EHD);kirchlich, staatlich anerkannt;Darmstadt;NA;NA;https://ror.org/04w23p232;grid.466073.0;Q1380207;Hochschule;www.eh-darmstadt.de;Evangelische Hochschule Darmstadt (EHD);Darmstadt;http://www.gerit.org/de/institutiondetail/13079;www.eh-darmstadt.de;Protestant University of Applied Sciences Darmstadt (EHD);grid.466073.0;NA;Zweifalltorweg;12;NA;64293;Darmstadt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Evangelische Hochschule Tabor Marburg;kirchlich, staatlich anerkannt;Marburg;NA;NA;NA;NA;Q1380215;Hochschule;www.eh-tabor.de/de;Evangelische Hochschule Tabor Marburg;Marburg;http://www.gerit.org/de/institutiondetail/210683679;www.eh-tabor.de/de;Protestant University of Applied Sciences Tabor Marburg;NA;NA;Dürerstraße;43;NA;35039;Marburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Frankfurt University of Applied Sciences;öffentlich-rechtlich;Frankfurt;Frankfurt University of Applied Sciences;NA;https://ror.org/02r625m11;grid.448814.5;Q812648;Hochschule;www.frankfurt-university.de/;Frankfurt University of Applied Sciences;Frankfurt;http://www.gerit.org/de/institutiondetail/10215;www.frankfurt-university.de;Frankfurt University of Applied Sciences;grid.448814.5;NA;Nibelungenplatz;1;NA;60318;Frankfurt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.frankfurt-university.de/de/hochschule/bibliothek/open-access-und-urheberrecht/;44183;NA;NA;44183;Recherche fehlt;www.frankfurt-university.de/de/hochschule/bibliothek/open-access-und-urheberrecht/;44183;openaccess[at]bibl[?dot]fra-uas[?dot]de;nein;NA;NA;;NA;NA;;;ja;NA;ja;www.frankfurt-university.de/de/hochschule/bibliothek/open-access-und-urheberrecht/;nein;NA;44183;fhffm.bsz-bw.de/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Freie Theologische Hochschule Gießen (FTH);kirchlich, staatlich anerkannt;Gießen;NA;NA;https://ror.org/03kzgcv48;grid.465905.b;Q1454033;Hochschule;www.fthgiessen.de/;Freie Theologische Hochschule Gießen (FTH);Gießen;http://www.gerit.org/de/institutiondetail/175228807;www.fthgiessen.de/;Giessen School of Theology (FTH);NA;NA;Rathenaustraße;44382;NA;35394;Gießen;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule für Gestaltung Offenbach;öffentlich-rechtlich;Offenbach;Hochschule für Gestaltung Offenbach am Main;NA;https://ror.org/030sdwr92;grid.466126.1;Q1622179;Hochschule;www.hfg-offenbach.de;Hochschule für Gestaltung Offenbach;Offenbach;http://www.gerit.org/de/institutiondetail/13109;www.hfg-offenbach.de;Offenbach College of Design;grid.466126.1;NA;Schlossstraße;31;NA;63065;Offenbach;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule für Musik und Darstellende Kunst Frankfurt am Main;öffentlich-rechtlich;Frankfurt;Hochschule für Musik und Darstellende Kunst Frankfurt am Main;NA;https://ror.org/03c0qqf32;grid.448815.4;Q317796;Hochschule;www.hfmdk-frankfurt.info;Hochschule für Musik und Darstellende Kunst Frankfurt am Main;Frankfurt;http://www.gerit.org/de/institutiondetail/10213;www.hfmdk-frankfurt.info;Frankfurt College of Music and the Performing Arts, Frankfurt am Main;grid.448815.4;NA;Eschersheimer Landstraße;29-39;NA;60322;Frankfurt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hessische Hochschule für Polizei und Verwaltung;öffentlich-rechtlich;Wiesbaden;Hessische Hochschule für Polizei und Verwaltung;NA;https://ror.org/01hwhm419;grid.466449.d;Q1481465;Hochschule;www.hfpv.de/;Hessische Hochschule für Polizei und Verwaltung;Wiesbaden;http://www.gerit.org/de/institutiondetail/48513219;www.hfpv.hessen.de;Administrative University of Applied Sciences Wiesbaden;grid.466449.d;NA;Schönbergstraße;100;NA;65199;Wiesbaden;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44183;NA;NA;44183;Recherche fehlt;NA;44183;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44183;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule Fresenius;privat, staatlich anerkannt;Idstein;NA;NA;https://ror.org/03hj50651;grid.440934.e;Q1622099;Hochschule;www.hs-fresenius.de;Hochschule Fresenius;Idstein;http://www.gerit.org/de/institutiondetail/13078;www.hs-fresenius.de;Hochschule Fresenius University of Applied Sciences;NA;NA;Limburger Straße;2;NA;65510;Idstein;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule Geisenheim;öffentlich-rechtlich;Geisenheim;Hochschule Geisenheim;NA;https://ror.org/05myv7q56;grid.424509.e;Q2718928;Hochschule;www.hs-geisenheim.de/;Hochschule Geisenheim University;Geisenheim;http://www.gerit.org/de/institutiondetail/10469;www.hs-geisenheim.de/;Hochschule Geisenheim University;grid.424509.e;NA;Von-Lade-Straße;1;NA;65366;Geisenheim;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;ja;DFG-Kofinanziert;ja;gepris.dfg.de/gepris/projekt/432888308;nein;NA;44186;opus4.kobv.de/opus4-hs-geisenheim/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule RheinMain (Wiesbaden/Rüsselsheim);öffentlich-rechtlich;Wiesbaden;Hochschule RheinMain (Wiesbaden/Rüsselsheim);NA;https://ror.org/0378gm372;grid.449475.f;Q542415;Hochschule;www.hs-rm.de/de/;Hochschule RheinMain;Wiesbaden;http://www.gerit.org/de/institutiondetail/10799;www.hs-rm.de;RheinMain University of Applied Sciences;grid.449475.f;NA;Kurt-Schumacher-Ring;18;NA;65197;Wiesbaden;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Kunsthochschule Kassel an der Universität Kassel;öffentlich-rechtlich;Kassel;Kunsthochschule Kassel an der Universität Kassel;NA;NA;NA;Q1792453;Hochschule;www.kunsthochschulekassel.de/willkommen.html;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule der Polizei Rheinland-Pfalz;öffentlich-rechtlich;Hahn-Flughafen;Hochschule der Polizei Rheinland-Pfalz;NA;https://ror.org/05gxhfq53;grid.473583.e;Q21040613;Hochschule;www.polizei.rlp.de/de/die-polizei/dienststellen/hochschule-der-polizei-rheinland-pfalz/;Hochschule der Polizei Rheinland-Pfalz / Landespolizeischule;Hahn-Flughafen;http://www.gerit.org/de/institutiondetail/385542531;www.polizei.rlp.de/de/die-polizei/dienststellen/hochschule-der-polizei-rheinland-pfalz;Rhineland-Palatinate Police University / State Police Academy;NA;NA;NA;NA;Postfach 1111;55482;Hahn-Flughafen;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;Recherche fehlt;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Provadis Hochschule, School of International Management and Technology;privat, staatlich anerkannt;Frankfurt;Provadis Hochschule, School of International Management and Technology;NA;https://ror.org/01gm0md04;grid.466327.2;Q2113846;Hochschule;www.provadis-hochschule.de;Provadis Hochschule, School of International Management and Technology;Frankfurt;http://www.gerit.org/de/institutiondetail/210750371;www.provadis-hochschule.de;Provadis School of International Management and Technology;grid.466327.2;NA;Industriepark Höchst, Geb. B845;NA;NA;65926;Frankfurt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Hochschule für Bildende Künste - Städelschule;öffentlich-rechtlich;Frankfurt;Hochschule für Bildende Künste - Städelschule;NA;NA;NA;NA;Hochschule;www.staedelschule.de;Hochschule für Bildende Künste - Städelschule;Frankfurt;http://www.gerit.org/de/institutiondetail/12954;www.staedelschule.de;College of Fine Arts - Städelschule;NA;NA;Dürerstraße;10;NA;60596;Frankfurt;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44186;NA;NA;44186;NA;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;Na;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;;nein;;nein;
Hessen;Studienzentrum der Finanzverwaltung und Justiz in Rotenburg an der Fulda;öffentlich-rechtlich;Rotenburg;Studienzentrum der Finanzverwaltung und Justiz in Rotenburg an der Fulda;NA;NA;NA;NA;Hochschule;www.studienzentrum-rotenburg.hessen.de/;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Theologische Hochschule Ewersbach;kirchlich, staatlich anerkannt;Dietzhölztal;NA;NA;NA;NA;Q2418963;Hochschule;www.th-ewersbach.de;Theologische Hochschule Ewersbach;Dietzhölztal;http://www.gerit.org/de/institutiondetail/234382734;www.th-ewersbach.de;Theological College Ewersbach;NA;NA;Jahnstraße;49-53;NA;35716;Dietzhölztal;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Theologische Fakultät Fulda;kirchlich, staatlich anerkannt;Fulda;Theologische Fakultät Fulda;NA;https://ror.org/04eejsy70;grid.465925.9;Q2418934;Hochschule;www.thf-fulda.de/;NA;Fulda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;kidoks.bsz-bw.de/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Lutherische Theologische Hochschule Oberursel;kirchlich, staatlich anerkannt;Oberursel;Lutherische Theologische Hochschule;NA;NA;NA;Q1877909;Hochschule;www.thh.de/;Lutherische Theologische Hochschule Oberursel;Oberursel;http://www.gerit.org/de/institutiondetail/13007;www.thh.de/;Lutherische Theologische Hochschule Oberursel;NA;NA;Altkönigstraße;150;NA;61440;Oberursel;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Hessen;Technische Hochschule Mittelhessen (Gießen/Friedberg);öffentlich-rechtlich;Gießen;Technische Hochschule Mittelhessen (Gießen/Friedberg);NA;https://ror.org/02qdc9985;grid.440967.8;Q314684;Hochschule;www.thm.de/site/;Technische Hochschule Mittelhessen;Gießen;http://www.gerit.org/de/institutiondetail/10217;www.thm.de/site/;Technische Hochschule Mittelhessen University of Applied Sciences;grid.440967.8;NA;Wiesenstraße;14;NA;35390;Gießen;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.thm.de/bibliothek/lehreplus/veroeffentlichen/open-access-und-publizieren;44186;NA;NA;44186;Recherche fehlt;NA;44186;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44186;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
